Row ID;Order ID;Order Date;Shipping Date;Shipping Mode;Customer ID;Customer Name;Segment;Country/Region;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
2930;CA-2020-143434;14/09/2021;20/09/2021;Standard;ME-17320;Maria Etezadi;Home Office;United States;Saginaw;Michigan;48601;Central;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;1976;4;0;82992
2934;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;TEC-PH-10002310;Technology;Phones;Plantronics Calisto P620-M USB Wireless Speakerphone System;156792;1;2;137193
2935;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;TEC-PH-10002834;Technology;Phones;Google Nexus 5;431976;3;2;269985
2936;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;OFF-EN-10000927;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;3589;1;0;161505
2937;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10001636;Office Supplies;Binders;Ibico Plastic and Wire Spiral Binding Combs;47208;7;2;153426
2938;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;OFF-PA-10001736;Office Supplies;Paper;Xerox 1880;24808;7;0;1165976
2939;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;OFF-PA-10000482;Office Supplies;Paper;Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate;1897;5;0;89159
2940;US-2019-169040;01/10/2020;07/10/2020;Standard;GT-14710;Greg Tran;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers;59808;3;2;194376
2941;CA-2020-155880;19/01/2021;25/01/2021;Standard;JD-16150;Justin Deggeller;Corporate;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10000422;Furniture;Chairs;Global Highback Leather Tilter in Burgundy;9099;1;0;145584
2942;CA-2020-155880;19/01/2021;25/01/2021;Standard;JD-16150;Justin Deggeller;Corporate;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;152656;7;0;4274368
2943;CA-2020-155880;19/01/2021;25/01/2021;Standard;JD-16150;Justin Deggeller;Corporate;United States;Milwaukee;Wisconsin;53209;Central;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;36897;3;0;405867
2944;CA-2020-126242;15/09/2021;20/09/2021;Standard;MC-18100;Mick Crebagga;Consumer;United States;Los Angeles;California;90049;West;OFF-ST-10000675;Office Supplies;Storage;File Shuttle II and Handi-File, Black;30501;9;0;762525
2945;CA-2020-126242;15/09/2021;20/09/2021;Standard;MC-18100;Mick Crebagga;Consumer;United States;Los Angeles;California;90049;West;FUR-FU-10002685;Furniture;Furnishings;"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock";187;1;0;7106
2947;CA-2020-169859;10/10/2021;14/10/2021;Standard;MP-18175;Mike Pelletier;Home Office;United States;San Diego;California;92024;West;FUR-FU-10004963;Furniture;Furnishings;Eldon 400 Class Desk Accessories, Black Carbon;2625;3;0;11025
2948;CA-2020-169859;10/10/2021;14/10/2021;Standard;MP-18175;Mike Pelletier;Home Office;United States;San Diego;California;92024;West;OFF-BI-10000174;Office Supplies;Binders;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear;6496;14;2;22736
2949;CA-2020-169859;10/10/2021;14/10/2021;Standard;MP-18175;Mike Pelletier;Home Office;United States;San Diego;California;92024;West;OFF-EN-10000461;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";437;5;0;20539
2956;CA-2019-153353;13/06/2020;19/06/2020;Standard;GG-14650;Greg Guthrie;Corporate;United States;New York City;New York;10035;East;TEC-PH-10000439;Technology;Phones;GE DSL Phone Line Filter;3999;1;0;115971
2957;CA-2020-123638;23/04/2021;30/04/2021;Standard;MA-17995;Michelle Arnett;Home Office;United States;Watertown;New York;13601;East;FUR-CH-10002647;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;191646;3;1;31941
2958;CA-2020-168900;28/02/2021;05/03/2021;Standard;SH-20395;Shahid Hopkins;Consumer;United States;Springfield;Ohio;45503;East;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;2313;1;7;-19275
2959;CA-2018-158456;20/10/2019;25/10/2019;Standard;KT-16465;Kean Takahito;Consumer;United States;Los Angeles;California;90032;West;OFF-BI-10001097;Office Supplies;Binders;Avery Hole Reinforcements;19936;4;2;72268
2960;CA-2018-158456;20/10/2019;25/10/2019;Standard;KT-16465;Kean Takahito;Consumer;United States;Los Angeles;California;90032;West;OFF-FA-10004854;Office Supplies;Fasteners;Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box;4592;4;0;215824
2961;CA-2020-143665;20/02/2021;25/02/2021;Standard;PO-19180;Philisse Overcash;Home Office;United States;Seattle;Washington;98115;West;OFF-PA-10003673;Office Supplies;Paper;Strathmore Photo Mount Cards;2034;3;0;93564
2962;CA-2020-143665;20/02/2021;25/02/2021;Standard;PO-19180;Philisse Overcash;Home Office;United States;Seattle;Washington;98115;West;OFF-LA-10002034;Office Supplies;Labels;Avery 478;3928;8;0;192472
2967;CA-2017-162866;23/10/2018;27/10/2018;Standard;Co-12640;Corey-Lock;Consumer;United States;Skokie;Illinois;60076;Central;FUR-FU-10001473;Furniture;Furnishings;DAX Wood Document Frame;32952;6;6;-197712
2968;CA-2017-162866;23/10/2018;27/10/2018;Standard;Co-12640;Corey-Lock;Consumer;United States;Skokie;Illinois;60076;Central;OFF-ST-10002562;Office Supplies;Storage;Staple magnet;30016;4;2;30016
2974;CA-2020-111808;12/10/2021;16/10/2021;Standard;AR-10510;Andrew Roberts;Consumer;United States;Tulsa;Oklahoma;74133;Central;OFF-BI-10004656;Office Supplies;Binders;Peel & Stick Add-On Corner Pockets;108;5;0;5184
2975;CA-2018-137512;03/03/2019;08/03/2019;Standard;AG-10675;Anna Gayman;Consumer;United States;Allen;Texas;75002;Central;FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;244006;2;3;-313722
2976;CA-2018-137512;03/03/2019;08/03/2019;Standard;AG-10675;Anna Gayman;Consumer;United States;Allen;Texas;75002;Central;OFF-PA-10000213;Office Supplies;Paper;Xerox 198;15936;4;2;53784
2980;CA-2018-139850;08/04/2019;13/04/2019;Standard;GB-14575;Giulietta Baptist;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-PA-10003848;Office Supplies;Paper;Xerox 1997;20736;4;2;72576
2981;CA-2018-139850;08/04/2019;13/04/2019;Standard;GB-14575;Giulietta Baptist;Consumer;United States;Philadelphia;Pennsylvania;19134;East;FUR-FU-10003623;Furniture;Furnishings;DataProducts Ampli Magnifier Task Lamp, Black,;43296;2;2;43296
2982;CA-2017-131310;08/05/2018;14/05/2018;Standard;CL-12565;Clay Ludtke;Consumer;United States;Seattle;Washington;98115;West;FUR-CH-10001797;Furniture;Chairs;Safco Chair Connectors, 6/Carton;123136;4;2;138528
2983;CA-2017-131310;08/05/2018;14/05/2018;Standard;CL-12565;Clay Ludtke;Consumer;United States;Seattle;Washington;98115;West;OFF-BI-10003094;Office Supplies;Binders;Self-Adhesive Ring Binder Labels;11264;4;2;38016
2986;CA-2019-139269;20/03/2020;25/03/2020;Standard;JB-16045;Julia Barnett;Home Office;United States;Columbus;Georgia;31907;South;FUR-FU-10000755;Furniture;Furnishings;Eldon Expressions Mahogany Wood Desk Collection;2496;4;0;624
2987;CA-2019-139269;20/03/2020;25/03/2020;Standard;JB-16045;Julia Barnett;Home Office;United States;Columbus;Georgia;31907;South;OFF-PA-10002893;Office Supplies;Paper;"Wirebound Service Call Books, 5 1/2"" x 4""";1936;2;0;92928
2988;CA-2019-139269;20/03/2020;25/03/2020;Standard;JB-16045;Julia Barnett;Home Office;United States;Columbus;Georgia;31907;South;OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size;126765;9;0;152118
2993;CA-2019-134376;28/07/2020;01/08/2020;Standard;TT-21265;Tim Taslimi;Corporate;United States;New York City;New York;10024;East;OFF-AP-10004532;Office Supplies;Appliances;Kensington 6 Outlet Guardian Standard Surge Protector;6144;3;0;165888
2994;CA-2020-147291;05/01/2021;11/01/2021;Standard;MJ-17740;Max Jones;Consumer;United States;Detroit;Michigan;48227;Central;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;89592;4;0;4210824
2996;US-2017-150532;10/05/2018;17/05/2018;Standard;PB-19150;Philip Brown;Consumer;United States;Phoenix;Arizona;85023;West;OFF-ST-10000760;Office Supplies;Storage;Eldon Fold 'N Roll Cart System;5592;5;2;6291
2997;CA-2017-138317;17/04/2018;21/04/2018;Standard;NW-18400;Natalie Webber;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-EN-10001539;Office Supplies;Envelopes;Staple envelope;24896;4;2;84024
2998;CA-2017-138317;17/04/2018;21/04/2018;Standard;NW-18400;Natalie Webber;Consumer;United States;Philadelphia;Pennsylvania;19120;East;FUR-FU-10000550;Furniture;Furnishings;Stacking Trays by OIC;3984;1;2;6474
2999;CA-2017-138317;17/04/2018;21/04/2018;Standard;NW-18400;Natalie Webber;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;95968;4;2;287904
3000;CA-2017-138317;17/04/2018;21/04/2018;Standard;NW-18400;Natalie Webber;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-MA-10004521;Technology;Machines;Epson Perfection V600 Photo Scanner;206991;3;7;-1724925
3001;CA-2017-138317;17/04/2018;21/04/2018;Standard;NW-18400;Natalie Webber;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-AP-10003860;Office Supplies;Appliances;Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection;44416;2;2;38864
3002;CA-2017-138317;17/04/2018;21/04/2018;Standard;NW-18400;Natalie Webber;Consumer;United States;Philadelphia;Pennsylvania;19120;East;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;9006;2;7;-72048
3003;CA-2018-130610;01/05/2019;06/05/2019;Standard;VP-21730;Victor Preis;Home Office;United States;Sterling Heights;Michigan;48310;Central;OFF-BI-10003655;Office Supplies;Binders;Durable Pressboard Binders;19;5;0;893
3004;CA-2020-104381;12/10/2021;19/10/2021;Standard;RD-19810;Ross DeVincentis;Home Office;United States;Rochester;New York;14609;East;OFF-BI-10001628;Office Supplies;Binders;"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity";33376;4;2;1043
3006;CA-2017-148761;13/03/2018;17/03/2018;Standard;PA-19060;Pete Armstrong;Home Office;United States;Eau Claire;Wisconsin;54703;Central;OFF-BI-10000666;Office Supplies;Binders;Surelock Post Binders;9168;3;0;4584
3008;CA-2017-130729;20/08/2018;25/08/2018;Standard;AA-10375;Allen Armold;Consumer;United States;Rancho Cucamonga;California;91730;West;OFF-BI-10002706;Office Supplies;Binders;Avery Premier Heavy-Duty Binder with Round Locking Rings;34272;3;2;111384
3010;CA-2019-115525;20/05/2020;24/05/2020;Standard;RR-19525;Rick Reed;Corporate;United States;Toledo;Ohio;43615;East;OFF-AP-10000026;Office Supplies;Appliances;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;24388;5;2;274365
3011;CA-2020-134845;11/02/2021;17/02/2021;Standard;SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West;OFF-BI-10000773;Office Supplies;Binders;Insertable Tab Post Binder Dividers;1203;5;7;-9223
3012;CA-2020-134845;11/02/2021;17/02/2021;Standard;SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West;TEC-MA-10000822;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;2549985;5;7;-339998
3013;CA-2020-134845;11/02/2021;17/02/2021;Standard;SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West;OFF-BI-10001543;Office Supplies;Binders;GBC VeloBinder Manual Binding System;21594;2;7;-158356
3014;CA-2020-134845;11/02/2021;17/02/2021;Standard;SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West;OFF-BI-10003355;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;8964;6;7;-65736
3015;CA-2020-134845;11/02/2021;17/02/2021;Standard;SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West;OFF-PA-10002005;Office Supplies;Paper;Xerox 225;20736;4;2;72576
3016;US-2018-138919;14/07/2019;18/07/2019;Standard;LS-16975;Lindsay Shagiari;Home Office;United States;New York City;New York;10035;East;FUR-TA-10004154;Furniture;Tables;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;34422;2;4;-103266
3017;US-2019-160528;18/06/2020;25/06/2020;Standard;MH-18115;Mick Hernandez;Home Office;United States;Pharr;Texas;78577;Central;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;727296;8;2;-1727328
3018;US-2019-160528;18/06/2020;25/06/2020;Standard;MH-18115;Mick Hernandez;Home Office;United States;Pharr;Texas;78577;Central;FUR-FU-10004973;Furniture;Furnishings;Flat Face Poster Frame;22608;3;6;-101736
3019;US-2019-160528;18/06/2020;25/06/2020;Standard;MH-18115;Mick Hernandez;Home Office;United States;Pharr;Texas;78577;Central;TEC-AC-10002842;Technology;Accessories;WD My Passport Ultra 2TB Portable External Hard Drive;6664;7;2;-3332
3020;CA-2018-123568;04/09/2019;10/09/2019;Standard;SC-20095;Sanjit Chand;Consumer;United States;West Jordan;Utah;84084;West;OFF-FA-10002701;Office Supplies;Fasteners;Alliance Rubber Bands;504;3;0;2016
3021;CA-2018-123568;04/09/2019;10/09/2019;Standard;SC-20095;Sanjit Chand;Consumer;United States;West Jordan;Utah;84084;West;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;9294;3;0;41823
3022;CA-2018-123568;04/09/2019;10/09/2019;Standard;SC-20095;Sanjit Chand;Consumer;United States;West Jordan;Utah;84084;West;FUR-FU-10004090;Furniture;Furnishings;"Executive Impressions 14"" Contract Wall Clock";6669;3;0;220077
3023;CA-2018-123568;04/09/2019;10/09/2019;Standard;SC-20095;Sanjit Chand;Consumer;United States;West Jordan;Utah;84084;West;OFF-BI-10001510;Office Supplies;Binders;Deluxe Heavy-Duty Vinyl Round Ring Binder;9168;5;2;2865
3024;CA-2020-124674;13/09/2021;19/09/2021;Standard;JB-16000;Joy Bell-;Consumer;United States;Brownsville;Texas;78521;Central;FUR-BO-10002202;Furniture;Bookcases;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;3277328;2;32;-144588
3025;CA-2018-164441;04/09/2019;09/09/2019;Standard;AC-10450;Amy Cox;Consumer;United States;New York City;New York;10011;East;OFF-BI-10001922;Office Supplies;Binders;Storex Dura Pro Binders;52272;11;2;176418
3026;CA-2018-164441;04/09/2019;09/09/2019;Standard;AC-10450;Amy Cox;Consumer;United States;New York City;New York;10011;East;OFF-PA-10001667;Office Supplies;Paper;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);1794;3;0;8073
3027;CA-2020-169054;16/02/2021;20/02/2021;Standard;MO-17800;Meg O'Connel;Home Office;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10001488;Furniture;Furnishings;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";254352;3;2;0
3029;CA-2020-116855;13/10/2021;17/10/2021;Standard;AI-10855;Arianne Irving;Consumer;United States;Chesapeake;Virginia;23320;South;FUR-CH-10003846;Furniture;Chairs;Hon Valutask Swivel Chairs;5049;5;0;80784
3030;US-2019-164189;18/01/2020;22/01/2020;Standard;DR-12880;Dan Reichenbach;Corporate;United States;Gresham;Oregon;97030;West;TEC-PH-10003691;Technology;Phones;BlackBerry Q10;403168;4;2;25198
3031;CA-2018-168480;18/07/2019;24/07/2019;Standard;DM-12955;Dario Medina;Corporate;United States;Lincoln Park;Michigan;48146;Central;FUR-BO-10000468;Furniture;Bookcases;O'Sullivan 2-Shelf Heavy-Duty Bookcases;19432;4;0;310912
3032;CA-2018-168480;18/07/2019;24/07/2019;Standard;DM-12955;Dario Medina;Corporate;United States;Lincoln Park;Michigan;48146;Central;OFF-AR-10001044;Office Supplies;Art;BOSTON Ranger #55 Pencil Sharpener, Black;2599;1;0;75371
3033;US-2019-114293;16/09/2020;21/09/2020;Standard;JH-16180;Justin Hirsh;Consumer;United States;Gresham;Oregon;97030;West;FUR-CH-10003833;Furniture;Chairs;Novimex Fabric Task Chair;195136;4;2;-12196
3034;CA-2020-134173;13/07/2021;18/07/2021;Standard;AB-10060;Adam Bellavance;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10004355;Office Supplies;Paper;Xerox 231;20736;4;2;72576
3035;US-2018-123960;07/04/2019;12/04/2019;Standard;BD-11605;Brian Dahlen;Consumer;United States;Monroe;Louisiana;71203;South;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;537;6;0;10203
3036;US-2018-123960;07/04/2019;12/04/2019;Standard;BD-11605;Brian Dahlen;Consumer;United States;Monroe;Louisiana;71203;South;OFF-BI-10002799;Office Supplies;Binders;"SlimView Poly Binder, 3/8""";3626;7;0;166796
3037;US-2018-123960;07/04/2019;12/04/2019;Standard;BD-11605;Brian Dahlen;Consumer;United States;Monroe;Louisiana;71203;South;OFF-AR-10003582;Office Supplies;Art;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;563;2;0;15764
3038;US-2018-123960;07/04/2019;12/04/2019;Standard;BD-11605;Brian Dahlen;Consumer;United States;Monroe;Louisiana;71203;South;OFF-PA-10004451;Office Supplies;Paper;Xerox 222;324;5;0;15552
3039;US-2018-123960;07/04/2019;12/04/2019;Standard;BD-11605;Brian Dahlen;Consumer;United States;Monroe;Louisiana;71203;South;FUR-FU-10004666;Furniture;Furnishings;DAX Clear Channel Poster Frame;2916;2;0;107892
3040;CA-2020-101749;30/07/2021;04/08/2021;Standard;AS-10045;Aaron Smayling;Corporate;United States;Pasadena;California;91104;West;FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;171288;3;2;-64233
3041;US-2019-147991;29/02/2020;04/03/2020;Standard;ZD-21925;Zuschuss Donatelli;Consumer;United States;Chattanooga;Tennessee;37421;South;FUR-FU-10004270;Furniture;Furnishings;Eldon Image Series Desk Accessories, Burgundy;1672;5;2;3344
3048;CA-2017-137351;27/07/2018;31/07/2018;Standard;DB-13615;Doug Bickford;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;43176;7;2;134925
3051;US-2020-148054;02/08/2021;07/08/2021;Standard;NZ-18565;Nick Zandusky;Home Office;United States;Meridian;Idaho;83642;West;FUR-FU-10003247;Furniture;Furnishings;36X48 HARDFLOOR CHAIRMAT;4196;2;0;29372
3052;US-2020-148054;02/08/2021;07/08/2021;Standard;NZ-18565;Nick Zandusky;Home Office;United States;Meridian;Idaho;83642;West;OFF-AP-10004336;Office Supplies;Appliances;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;22784;4;0;660736
3053;US-2020-148054;02/08/2021;07/08/2021;Standard;NZ-18565;Nick Zandusky;Home Office;United States;Meridian;Idaho;83642;West;OFF-PA-10001295;Office Supplies;Paper;Computer Printout Paper with Letter-Trim Perforations;3794;2;0;182112
3056;US-2018-100377;24/06/2019;28/06/2019;Standard;TS-21370;Todd Sumrall;Corporate;United States;Chicago;Illinois;60623;Central;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;279996;5;2;8749875
3061;CA-2019-144554;02/09/2020;07/09/2020;Standard;DM-13345;Denise Monton;Corporate;United States;Newark;Ohio;43055;East;TEC-AC-10002800;Technology;Accessories;Plantronics Audio 478 Stereo USB Headset;119976;3;2;224955
3062;CA-2020-127621;28/12/2020;01/01/2021;Standard;RE-19450;Richard Eichhorn;Consumer;United States;Dallas;Texas;75081;Central;OFF-PA-10001307;Office Supplies;Paper;Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad;2688;8;2;9744
3071;CA-2017-119375;13/09/2018;18/09/2018;Standard;YC-21895;Yoseph Carroll;Corporate;United States;Newark;Delaware;19711;East;OFF-ST-10002011;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;293433;7;0;7922691
3072;CA-2017-119375;13/09/2018;18/09/2018;Standard;YC-21895;Yoseph Carroll;Corporate;United States;Newark;Delaware;19711;East;FUR-FU-10002379;Furniture;Furnishings;Eldon Econocleat Chair Mats for Low Pile Carpets;12441;3;0;149292
3073;CA-2017-119375;13/09/2018;18/09/2018;Standard;YC-21895;Yoseph Carroll;Corporate;United States;Newark;Delaware;19711;East;OFF-AR-10003752;Office Supplies;Art;Deluxe Chalkboard Eraser Cleaner;5775;5;0;26565
3075;CA-2018-126137;30/07/2019;04/08/2019;Standard;BS-11755;Bruce Stewart;Consumer;United States;Los Angeles;California;90032;West;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;120666;2;15;184548
3076;CA-2017-143903;16/05/2018;20/05/2018;Standard;KM-16375;Katherine Murray;Home Office;United States;Dallas;Texas;75217;Central;OFF-ST-10003306;Office Supplies;Storage;Letter Size Cart;342864;3;2;385722
3077;CA-2017-143903;16/05/2018;20/05/2018;Standard;KM-16375;Katherine Murray;Home Office;United States;Dallas;Texas;75217;Central;FUR-FU-10003724;Furniture;Furnishings;Westinghouse Clip-On Gooseneck Lamps;1674;5;6;-14229
3078;CA-2017-143903;16/05/2018;20/05/2018;Standard;KM-16375;Katherine Murray;Home Office;United States;Dallas;Texas;75217;Central;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;981372;2;3;-140196
3079;CA-2017-104780;17/03/2018;21/03/2018;Standard;BT-11530;Bradley Talbott;Home Office;United States;San Diego;California;92037;West;OFF-AR-10003514;Office Supplies;Art;4009 Highlighters by Sanford;3184;8;0;105072
3082;US-2020-132297;23/03/2021;29/03/2021;Standard;DW-13480;Dianna Wilson;Home Office;United States;Louisville;Kentucky;40214;South;OFF-BI-10003364;Office Supplies;Binders;Binding Machine Supplies;5834;2;0;280032
3083;US-2020-132297;23/03/2021;29/03/2021;Standard;DW-13480;Dianna Wilson;Home Office;United States;Louisville;Kentucky;40214;South;TEC-PH-10002834;Technology;Phones;Google Nexus 5;53997;3;0;1349925
3084;CA-2017-100328;24/11/2017;30/11/2017;Standard;JC-15340;Jasper Cacioppo;Consumer;United States;New York City;New York;10024;East;OFF-BI-10000343;Office Supplies;Binders;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";3928;1;2;13257
3085;CA-2020-118773;05/12/2020;10/12/2020;Standard;TP-21415;Tom Prescott;Consumer;United States;Houston;Texas;77070;Central;OFF-BI-10004584;Office Supplies;Binders;GBC ProClick 150 Presentation Binding System;252784;4;8;-4170936
3086;CA-2020-118773;05/12/2020;10/12/2020;Standard;TP-21415;Tom Prescott;Consumer;United States;Houston;Texas;77070;Central;TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;127984;2;2;15998
3087;CA-2020-118773;05/12/2020;10/12/2020;Standard;TP-21415;Tom Prescott;Consumer;United States;Houston;Texas;77070;Central;FUR-FU-10000550;Furniture;Furnishings;Stacking Trays by OIC;3984;2;6;-26892
3088;CA-2020-118773;05/12/2020;10/12/2020;Standard;TP-21415;Tom Prescott;Consumer;United States;Houston;Texas;77070;Central;OFF-AP-10000055;Office Supplies;Appliances;Belkin F9S820V06 8 Outlet Surge;12992;2;8;-3248
3091;CA-2019-112123;28/12/2019;02/01/2020;Standard;BH-11710;Brosina Hoffman;Consumer;United States;Newark;Delaware;19711;East;OFF-BI-10001071;Office Supplies;Binders;GBC ProClick Punch Binding System;44786;7;0;2194514
3092;CA-2019-112123;28/12/2019;02/01/2020;Standard;BH-11710;Brosina Hoffman;Consumer;United States;Newark;Delaware;19711;East;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;47995;5;0;1295865
3093;CA-2019-112123;28/12/2019;02/01/2020;Standard;BH-11710;Brosina Hoffman;Consumer;United States;Newark;Delaware;19711;East;OFF-PA-10001977;Office Supplies;Paper;Xerox 194;16644;3;0;798912
3098;CA-2020-135692;21/02/2021;25/02/2021;Standard;CV-12805;Cynthia Voltz;Corporate;United States;Fort Worth;Texas;76106;Central;OFF-LA-10001158;Office Supplies;Labels;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";3312;4;2;11592
3099;CA-2020-135692;21/02/2021;25/02/2021;Standard;CV-12805;Cynthia Voltz;Corporate;United States;Fort Worth;Texas;76106;Central;FUR-BO-10002268;Furniture;Bookcases;Sauder Barrister Bookcases;2202656;4;32;-421096
3100;CA-2020-131233;08/02/2021;13/02/2021;Standard;CS-12355;Christine Sundaresam;Consumer;United States;New York City;New York;10024;East;OFF-BI-10000829;Office Supplies;Binders;Avery Non-Stick Binders;10776;3;2;35022
3101;CA-2020-131233;08/02/2021;13/02/2021;Standard;CS-12355;Christine Sundaresam;Consumer;United States;New York City;New York;10024;East;FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;242352;3;2;90882
3104;CA-2019-124562;03/10/2020;07/10/2020;Standard;JP-16135;Julie Prescott;Home Office;United States;Columbus;Ohio;43229;East;OFF-BI-10001267;Office Supplies;Binders;Universal Recycled Hanging Pressboard Report Binders, Letter Size;12957;7;7;-95018
3105;US-2020-140074;17/01/2021;23/01/2021;Standard;EC-14050;Erin Creighton;Consumer;United States;New York City;New York;10024;East;OFF-PA-10002741;Office Supplies;Paper;Xerox 1980;2568;6;0;11556
3106;CA-2019-103037;20/05/2020;24/05/2020;Standard;KH-16630;Ken Heidel;Corporate;United States;Houston;Texas;77070;Central;OFF-LA-10004345;Office Supplies;Labels;Avery 493;15712;4;2;56956
3107;CA-2020-127460;06/05/2021;10/05/2021;Standard;FG-14260;Frank Gastineau;Home Office;United States;Aurora;Illinois;60505;Central;OFF-ST-10004340;Office Supplies;Storage;Fellowes Mobile File Cart, Black;298464;6;2;261156
3108;CA-2019-121671;12/05/2020;17/05/2020;Standard;AA-10480;Andrew Allen;Consumer;United States;Springfield;Missouri;65807;Central;OFF-PA-10001471;Office Supplies;Paper;Strathmore Photo Frame Cards;2193;3;0;100878
3109;CA-2019-121671;12/05/2020;17/05/2020;Standard;AA-10480;Andrew Allen;Consumer;United States;Springfield;Missouri;65807;Central;OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";24294;3;0;48588
3110;CA-2019-121671;12/05/2020;17/05/2020;Standard;AA-10480;Andrew Allen;Consumer;United States;Springfield;Missouri;65807;Central;OFF-PA-10001892;Office Supplies;Paper;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";764;1;0;37436
